Code,Name,LAD code,Borough,Total Mean Annual Household Income estimate,Total Median Annual Household Income estimate
E01001134,Croydon 018E,E09000008,Croydon,48691.18 ,39225.82 
E01001135,Croydon 025D,E09000008,Croydon,53783.61 ,43341.30 
E01001136,Croydon 007A,E09000008,Croydon,30408.07 ,24536.31 
E01001137,Croydon 001A,E09000008,Croydon,41029.21 ,33033.75 
E01001138,Croydon 001B,E09000008,Croydon,46022.58 ,37069.17 
E01001139,Croydon 007B,E09000008,Croydon,37224.29 ,29966.29 
E01001140,Croydon 007C,E09000008,Croydon,37036.40 ,29816.62 
E01001141,Croydon 008A,E09000008,Croydon,33164.29 ,26731.98 
E01001142,Croydon 007D,E09000008,Croydon,43322.37 ,34886.98 
E01001143,Croydon 008B,E09000008,Croydon,32902.06 ,26523.09 
E01001144,Croydon 007E,E09000008,Croydon,30840.06 ,24880.44 
E01001145,Croydon 008C,E09000008,Croydon,26515.15 ,21435.10 
E01001146,Croydon 006A,E09000008,Croydon,35351.29 ,28474.22 
E01001147,Croydon 005A,E09000008,Croydon,30265.42 ,24422.67 
E01001148,Croydon 005B,E09000008,Croydon,35567.73 ,28646.64 
E01001149,Croydon 006B,E09000008,Croydon,37443.07 ,30140.58 
E01001150,Croydon 006C,E09000008,Croydon,41343.26 ,33287.56 
E01001151,Croydon 005C,E09000008,Croydon,30384.31 ,24517.38 
E01001152,Croydon 005D,E09000008,Croydon,31708.21 ,25572.03 
E01001153,Croydon 006D,E09000008,Croydon,35629.74 ,28696.03 
E01001154,Croydon 006E,E09000008,Croydon,31850.45 ,25685.35 
E01001155,Croydon 010E,E09000008,Croydon,27847.99 ,22496.88 
E01001156,Croydon 001C,E09000008,Croydon,36544.57 ,29424.81 
E01001157,Croydon 002B,E09000008,Croydon,43053.82 ,34669.95 
E01001158,Croydon 005E,E09000008,Croydon,35822.01 ,28849.20 
E01001159,Croydon 002C,E09000008,Croydon,42437.83 ,34172.14 
E01001160,Croydon 002D,E09000008,Croydon,44449.19 ,35797.63 
E01001161,Croydon 003D,E09000008,Croydon,29212.68 ,23584.03 
E01001162,Croydon 001D,E09000008,Croydon,35831.39 ,28856.68 
E01001163,Croydon 002E,E09000008,Croydon,41288.57 ,33243.36 
E01001164,Croydon 001E,E09000008,Croydon,41522.14 ,33432.12 
E01001165,Croydon 024C,E09000008,Croydon,37531.99 ,30211.42 
E01001166,Croydon 024D,E09000008,Croydon,31121.12 ,25104.35 
E01001167,Croydon 028A,E09000008,Croydon,37881.06 ,30489.49 
E01001168,Croydon 024E,E09000008,Croydon,41060.06 ,33058.69 
E01001169,Croydon 028B,E09000008,Croydon,30738.92 ,24799.87 
E01001170,Croydon 027E,E09000008,Croydon,36152.32 ,29112.33 
E01001171,Croydon 028C,E09000008,Croydon,35229.45 ,28377.15 
E01001172,Croydon 028D,E09000008,Croydon,28405.20 ,22940.77 
E01001173,Croydon 028E,E09000008,Croydon,38487.64 ,30979.77 
E01001174,Croydon 011A,E09000008,Croydon,35145.30 ,28310.12 
E01001175,Croydon 011B,E09000008,Croydon,33166.72 ,26733.93 
E01001176,Croydon 011C,E09000008,Croydon,33668.20 ,27133.41 
E01001177,Croydon 016C,E09000008,Croydon,31340.71 ,25279.28 
E01001178,Croydon 015D,E09000008,Croydon,25157.15 ,20353.28 
E01001179,Croydon 016D,E09000008,Croydon,35240.49 ,28385.95 
E01001180,Croydon 016E,E09000008,Croydon,31656.46 ,25530.81 
E01001181,Croydon 015E,E09000008,Croydon,28845.66 ,23291.65 
E01001182,Croydon 011D,E09000008,Croydon,36199.46 ,29149.89 
E01001183,Croydon 011E,E09000008,Croydon,32462.11 ,26172.61 
E01001184,Croydon 011F,E09000008,Croydon,37670.69 ,30321.91 
E01001185,Croydon 014B,E09000008,Croydon,36011.00 ,28999.76 
E01001186,Croydon 014C,E09000008,Croydon,32833.69 ,26468.62 
E01001187,Croydon 017E,E09000008,Croydon,34323.68 ,27655.59 
E01001188,Croydon 014D,E09000008,Croydon,32879.42 ,26505.05 
E01001189,Croydon 045B,E09000008,Croydon,38663.11 ,31121.58 
E01001190,Croydon 045C,E09000008,Croydon,36645.15 ,29504.94 
E01001191,Croydon 008D,E09000008,Croydon,30651.60 ,24730.31 
E01001192,Croydon 008E,E09000008,Croydon,32590.30 ,26274.73 
E01001193,Croydon 014E,E09000008,Croydon,32280.48 ,26027.92 
E01001194,Croydon 045D,E09000008,Croydon,39912.23 ,32131.06 
E01032569,Croydon 045E,E09000008,Croydon,27306.02 ,22065.13 
E01001195,Ealing 021A,E09000009,Ealing,45006.79 ,35078.90 
E01001196,Ealing 015A,E09000009,Ealing,31115.28 ,24270.40 
E01001197,Ealing 021B,E09000009,Ealing,44353.10 ,34568.90 
E01001198,Ealing 021C,E09000009,Ealing,47980.83 ,37399.21 
E01001199,Ealing 021D,E09000009,Ealing,41987.11 ,32722.99 
E01001200,Ealing 025A,E09000009,Ealing,51981.55 ,40520.53 
E01001201,Ealing 025B,E09000009,Ealing,53855.63 ,41982.66 
E01001202,Ealing 025C,E09000009,Ealing,34688.41 ,27046.09 
E01001203,Ealing 025D,E09000009,Ealing,35599.84 ,27754.11 
E01001204,Ealing 018A,E09000009,Ealing,62214.06 ,48503.81 
E01001205,Ealing 018B,E09000009,Ealing,36465.49 ,28426.57 
E01001206,Ealing 018C,E09000009,Ealing,29180.55 ,22767.46 
E01001207,Ealing 018D,E09000009,Ealing,57735.18 ,45009.45 
E01001208,Ealing 018E,E09000009,Ealing,72180.67 ,56279.64 
E01001209,Ealing 013A,E09000009,Ealing,76267.43 ,59468.09 
E01001210,Ealing 016A,E09000009,Ealing,29927.70 ,23347.86 
E01001211,Ealing 013B,E09000009,Ealing,63162.18 ,49243.52 
E01001212,Ealing 018F,E09000009,Ealing,65065.10 ,50728.16 
E01001213,Ealing 023A,E09000009,Ealing,30275.59 ,23618.11 
E01001214,Ealing 023B,E09000009,Ealing,35827.41 ,27930.89 
E01001215,Ealing 023C,E09000009,Ealing,30651.39 ,23910.04 
E01001216,Ealing 023D,E09000009,Ealing,36308.20 ,28304.37 
E01001217,Ealing 014A,E09000009,Ealing,37812.72 ,29473.12 
E01001218,Ealing 012A,E09000009,Ealing,29870.26 ,23303.24 
E01001219,Ealing 029A,E09000009,Ealing,26288.95 ,20521.20 
E01001220,Ealing 029B,E09000009,Ealing,24210.70 ,18906.77 
E01001221,Ealing 020A,E09000009,Ealing,53002.06 ,41316.72 
E01001222,Ealing 019A,E09000009,Ealing,45790.73 ,35690.52 
E01001223,Ealing 020B,E09000009,Ealing,73162.06 ,57045.32 
E01001224,Ealing 019B,E09000009,Ealing,81957.26 ,63907.22 
E01001225,Ealing 020C,E09000009,Ealing,63465.23 ,49479.96 
E01001226,Ealing 019C,E09000009,Ealing,62043.09 ,48370.43 
E01001227,Ealing 019D,E09000009,Ealing,75354.32 ,58755.69 
E01001228,Ealing 019E,E09000009,Ealing,61027.34 ,47577.95 
E01001229,Ealing 031A,E09000009,Ealing,36907.19 ,28769.68 
E01001230,Ealing 031B,E09000009,Ealing,70197.17 ,54732.14 
E01001231,Ealing 027A,E09000009,Ealing,61964.25 ,48308.91 
E01001232,Ealing 031C,E09000009,Ealing,50825.16 ,39618.32 
E01001233,Ealing 031D,E09000009,Ealing,46054.81 ,35896.56 
E01001234,Ealing 027B,E09000009,Ealing,51875.11 ,40437.48 
E01001235,Ealing 020D,E09000009,Ealing,69383.88 ,54097.62 
E01001236,Ealing 020E,E09000009,Ealing,59805.29 ,46624.52 
E01001237,Ealing 031E,E09000009,Ealing,71426.89 ,55691.55 
E01001238,Ealing 015B,E09000009,Ealing,35374.62 ,27579.15 
E01001239,Ealing 015C,E09000009,Ealing,34404.34 ,26825.41 
E01001240,Ealing 024A,E09000009,Ealing,35899.67 ,27987.03 
E01001241,Ealing 024B,E09000009,Ealing,38572.38 ,30063.24 
E01001242,Ealing 024C,E09000009,Ealing,41177.85 ,32091.61 
E01001243,Ealing 024D,E09000009,Ealing,35663.54 ,27803.59 
E01001244,Ealing 024E,E09000009,Ealing,34150.85 ,26628.50 
E01001245,Ealing 024F,E09000009,Ealing,49435.33 ,38534.00 
E01001246,Ealing 015D,E09000009,Ealing,34735.40 ,27082.59 
E01001247,Ealing 015E,E09000009,Ealing,38457.00 ,29973.62 
E01001248,Ealing 035A,E09000009,Ealing,46979.38 ,36617.89 
E01001249,Ealing 028A,E09000009,Ealing,34339.75 ,26775.24 
E01001250,Ealing 028B,E09000009,Ealing,35469.92 ,27653.18 
E01001251,Ealing 030A,E09000009,Ealing,49330.94 ,38452.55 
E01001252,Ealing 030B,E09000009,Ealing,39944.70 ,31129.29 
E01001253,Ealing 030C,E09000009,Ealing,45282.04 ,35293.65 
E01001254,Ealing 030D,E09000009,Ealing,53790.75 ,41932.05 
E01001255,Ealing 028C,E09000009,Ealing,61246.52 ,47748.95 
E01001257,Ealing 008A,E09000009,Ealing,26822.44 ,20935.63 
E01001258,Ealing 010B,E09000009,Ealing,36881.10 ,28749.42 
E01001259,Ealing 014B,E09000009,Ealing,35654.62 ,27796.66 
E01001260,Ealing 012B,E09000009,Ealing,37731.97 ,29410.39 
E01001261,Ealing 012C,E09000009,Ealing,35030.35 ,27311.71 
E01001262,Ealing 010C,E09000009,Ealing,32905.33 ,25660.95 
E01001263,Ealing 010D,E09000009,Ealing,32198.07 ,25111.53 
E01001264,Ealing 010E,E09000009,Ealing,34627.71 ,26998.94 
E01001265,Ealing 006A,E09000009,Ealing,37067.15 ,28893.95 
E01001266,Ealing 006B,E09000009,Ealing,42090.14 ,32803.37 
E01001267,Ealing 006C,E09000009,Ealing,33885.17 ,26422.11 
E01001268,Ealing 012D,E09000009,Ealing,47364.47 ,36918.34 
E01001269,Ealing 001A,E09000009,Ealing,39899.93 ,31094.51 
E01001270,Ealing 004A,E09000009,Ealing,42114.72 ,32822.54 
E01001271,Ealing 001B,E09000009,Ealing,38080.97 ,29681.50 
E01001272,Ealing 006D,E09000009,Ealing,41575.76 ,32402.05 
E01001273,Ealing 020F,E09000009,Ealing,72530.10 ,56552.26 
E01001274,Ealing 020G,E09000009,Ealing,65551.66 ,51107.77 
E01001275,Ealing 020H,E09000009,Ealing,57276.08 ,44651.26 
E01001276,Ealing 011A,E09000009,Ealing,39705.10 ,30943.16 
E01001277,Ealing 011B,E09000009,Ealing,47002.97 ,36636.30 
E01001278,Ealing 011C,E09000009,Ealing,46948.95 ,36594.15 
E01001279,Ealing 013C,E09000009,Ealing,79980.85 ,62365.26 
E01001280,Ealing 011D,E09000009,Ealing,58153.32 ,45335.67 
E01001281,Ealing 013D,E09000009,Ealing,77923.80 ,60760.37 
E01001282,Ealing 016B,E09000009,Ealing,33145.02 ,25847.14 
E01001283,Ealing 016C,E09000009,Ealing,31561.72 ,24617.21 
E01001284,Ealing 022A,E09000009,Ealing,51339.19 ,40019.36 
E01001285,Ealing 016D,E09000009,Ealing,39002.43 ,30397.31 
E01001286,Ealing 016E,E09000009,Ealing,38283.53 ,29838.85 
E01001287,Ealing 016F,E09000009,Ealing,34208.19 ,26673.04 
E01001288,Ealing 022B,E09000009,Ealing,52350.75 ,40808.57 
E01001289,Ealing 022C,E09000009,Ealing,53541.37 ,41737.48 
E01001290,Ealing 022D,E09000009,Ealing,52627.85 ,41024.76 
E01001291,Ealing 014C,E09000009,Ealing,35535.77 ,27704.34 
E01001292,Ealing 014D,E09000009,Ealing,39910.21 ,31102.50 
E01001293,Ealing 014E,E09000009,Ealing,35250.46 ,27482.70 
E01001294,Ealing 017A,E09000009,Ealing,34745.46 ,27090.40 
E01001295,Ealing 017B,E09000009,Ealing,36105.98 ,28147.29 
E01001296,Ealing 017C,E09000009,Ealing,33869.61 ,26410.03 
E01001297,Ealing 017D,E09000009,Ealing,33487.62 ,26113.29 
E01001298,Ealing 017E,E09000009,Ealing,31426.48 ,24512.15 
E01001299,Ealing 035B,E09000009,Ealing,63157.17 ,49239.61 
E01001300,Ealing 039A,E09000009,Ealing,71862.43 ,56031.36 
E01001301,Ealing 039B,E09000009,Ealing,52401.95 ,40848.52 
E01001302,Ealing 039C,E09000009,Ealing,61092.98 ,47629.16 
E01001303,Ealing 032A,E09000009,Ealing,69361.61 ,54080.25 
E01001304,Ealing 039D,E09000009,Ealing,59955.40 ,46741.63 
E01001305,Ealing 035C,E09000009,Ealing,69484.68 ,54176.26 
E01001306,Ealing 035D,E09000009,Ealing,65815.85 ,51313.88 
E01001307,Ealing 002A,E09000009,Ealing,43555.00 ,33946.23 
E01001308,Ealing 002B,E09000009,Ealing,46998.47 ,36632.79 
E01001309,Ealing 001C,E09000009,Ealing,39330.58 ,30652.23 
E01001310,Ealing 001D,E09000009,Ealing,38477.90 ,29989.85 
E01001311,Ealing 001E,E09000009,Ealing,32888.43 ,25647.82 
E01001312,Ealing 002C,E09000009,Ealing,39056.28 ,30439.14 
E01001313,Ealing 002D,E09000009,Ealing,41841.23 ,32609.17 
E01001314,Ealing 002E,E09000009,Ealing,43601.63 ,33982.61 
E01001315,Ealing 003A,E09000009,Ealing,37642.86 ,29341.17 
E01001316,Ealing 003B,E09000009,Ealing,30863.47 ,24074.79 
E01001317,Ealing 003C,E09000009,Ealing,34460.34 ,26868.92 
E01001318,Ealing 003D,E09000009,Ealing,31951.38 ,24919.90 
E01001319,Ealing 004B,E09000009,Ealing,38752.01 ,30202.78 
E01001320,Ealing 003E,E09000009,Ealing,27589.48 ,21531.48 
E01001321,Ealing 003F,E09000009,Ealing,36183.92 ,28207.83 
E01001322,Ealing 004C,E09000009,Ealing,38764.69 ,30212.63 
E01001323,Ealing 004D,E09000009,Ealing,37765.02 ,29436.07 
E01001324,Ealing 008B,E09000009,Ealing,34724.44 ,27074.07 
E01001325,Ealing 009A,E09000009,Ealing,34182.22 ,26652.87 
E01001326,Ealing 008C,E09000009,Ealing,31457.01 ,24535.86 
E01001327,Ealing 009B,E09000009,Ealing,33533.21 ,26148.70 
E01001328,Ealing 009C,E09000009,Ealing,30505.64 ,23796.82 
E01001329,Ealing 009D,E09000009,Ealing,34635.52 ,27005.00 
E01001330,Ealing 008D,E09000009,Ealing,26943.38 ,21029.58 
E01001331,Ealing 009E,E09000009,Ealing,28053.61 ,21892.03 
E01001332,Ealing 008E,E09000009,Ealing,29097.80 ,22703.18 
E01001333,Ealing 038A,E09000009,Ealing,27188.75 ,21220.18 
E01001334,Ealing 029C,E09000009,Ealing,24187.35 ,18888.62 
E01001335,Ealing 038B,E09000009,Ealing,44129.38 ,34394.35 
E01001336,Ealing 038C,E09000009,Ealing,35159.18 ,27411.79 
E01001337,Ealing 029D,E09000009,Ealing,34143.25 ,26622.59 
E01001338,Ealing 029E,E09000009,Ealing,33388.92 ,26036.62 
E01001339,Ealing 029F,E09000009,Ealing,30945.74 ,24138.70 
E01001340,Ealing 029G,E09000009,Ealing,35405.83 ,27603.40 
E01001341,Ealing 005A,E09000009,Ealing,38666.29 ,30136.19 
E01001342,Ealing 005B,E09000009,Ealing,38180.85 ,29759.09 
E01001343,Ealing 005C,E09000009,Ealing,40781.96 ,31782.74 
E01001344,Ealing 007A,E09000009,Ealing,38703.10 ,30164.79 
E01001345,Ealing 005D,E09000009,Ealing,35366.16 ,27572.58 
E01001346,Ealing 007B,E09000009,Ealing,43181.18 ,33654.58 
E01001347,Ealing 007C,E09000009,Ealing,40564.30 ,31612.92 
E01001348,Ealing 007D,E09000009,Ealing,44017.40 ,34306.99 
E01001349,Ealing 006E,E09000009,Ealing,36728.29 ,28630.71 
E01001350,Ealing 027C,E09000009,Ealing,55426.60 ,43208.31 
E01001351,Ealing 025E,E09000009,Ealing,38254.33 ,29816.18 
E01001352,Ealing 027D,E09000009,Ealing,56974.39 ,44415.88 
E01001353,Ealing 033A,E09000009,Ealing,38509.68 ,30014.54 
E01001354,Ealing 027E,E09000009,Ealing,57155.47 ,44557.16 
E01001355,Ealing 033B,E09000009,Ealing,40530.31 ,31586.40 
E01001356,Ealing 033C,E09000009,Ealing,25399.41 ,19830.18 
E01001357,Ealing 033D,E09000009,Ealing,30797.22 ,24023.32 
E01001358,Ealing 033E,E09000009,Ealing,25041.26 ,19551.96 
E01001359,Ealing 026A,E09000009,Ealing,29619.05 ,23108.09 
E01001360,Ealing 026B,E09000009,Ealing,32255.42 ,25156.08 
E01001361,Ealing 023E,E09000009,Ealing,29785.88 ,23237.69 
E01001362,Ealing 026C,E09000009,Ealing,29925.48 ,23346.14 
E01001363,Ealing 026D,E09000009,Ealing,28965.13 ,22600.11 
E01001364,Ealing 026E,E09000009,Ealing,27400.07 ,21384.34 
E01001365,Ealing 026F,E09000009,Ealing,30628.78 ,23892.47 
E01001366,Ealing 037A,E09000009,Ealing,28849.81 ,22510.53 
E01001367,Ealing 037B,E09000009,Ealing,26042.11 ,20329.45 
E01001368,Ealing 037C,E09000009,Ealing,30615.77 ,23882.37 
E01001369,Ealing 038D,E09000009,Ealing,28430.81 ,22185.05 
E01001370,Ealing 037D,E09000009,Ealing,30378.64 ,23698.17 
E01001371,Ealing 037E,E09000009,Ealing,28060.27 ,21897.20 
E01001372,Ealing 037F,E09000009,Ealing,28647.74 ,22353.56 
E01001373,Ealing 037G,E09000009,Ealing,28345.48 ,22118.75 
E01001374,Ealing 040A,E09000009,Ealing,59210.82 ,46160.72 
E01001375,Ealing 034A,E09000009,Ealing,84137.96 ,65608.58 
E01001376,Ealing 040B,E09000009,Ealing,47388.89 ,36937.39 
E01001377,Ealing 034B,E09000009,Ealing,85355.35 ,66558.38 
E01001379,Ealing 034C,E09000009,Ealing,83452.76 ,65074.00 
E01001380,Ealing 040C,E09000009,Ealing,66431.46 ,51794.18 
E01001381,Ealing 034D,E09000009,Ealing,47822.43 ,37275.63 
E01001382,Ealing 032B,E09000009,Ealing,76555.75 ,59693.03 
E01001383,Ealing 028D,E09000009,Ealing,59967.28 ,46750.90 
E01001384,Ealing 032C,E09000009,Ealing,61764.97 ,48153.44 
E01001385,Ealing 032D,E09000009,Ealing,67441.24 ,52581.99 
E01001386,Ealing 031F,E09000009,Ealing,75632.54 ,58972.75 
E01001387,Ealing 032E,E09000009,Ealing,59575.88 ,46445.53 
E01001388,Ealing 028E,E09000009,Ealing,39173.22 ,30529.99 
E01001389,Ealing 028F,E09000009,Ealing,48234.77 ,37597.33 
E01032572,Ealing 040D,E09000009,Ealing,64900.92 ,50600.07 
E01032743,Ealing 010F,E09000009,Ealing,34632.18 ,27002.41 
E01032744,Ealing 010G,E09000009,Ealing,31907.56 ,24885.86 
E01001390,Enfield 036A,E09000010,Enfield,51020.27 ,40470.79 
E01001391,Enfield 036B,E09000010,Enfield,34860.28 ,27642.92 
E01001392,Enfield 032A,E09000010,Enfield,52412.76 ,41576.68 
E01001393,Enfield 036C,E09000010,Enfield,42852.84 ,33984.37 
E01001394,Enfield 035A,E09000010,Enfield,32963.20 ,26150.89 
E01001395,Enfield 035B,E09000010,Enfield,31539.45 ,25031.13 
E01001396,Enfield 036D,E09000010,Enfield,37513.33 ,29743.84 
E01001397,Enfield 035C,E09000010,Enfield,33909.32 ,26895.00 
E01001398,Enfield 021A,E09000010,Enfield,59394.41 ,47121.37 
E01001399,Enfield 021B,E09000010,Enfield,54055.10 ,42880.99 
E01001400,Enfield 021C,E09000010,Enfield,54283.40 ,43062.31 
E01001401,Enfield 016A,E09000010,Enfield,46839.92 ,37150.84 
E01001402,Enfield 021D,E09000010,Enfield,57397.95 ,45535.82 
E01001403,Enfield 021E,E09000010,Enfield,43604.03 ,34580.96 
E01001404,Enfield 026A,E09000010,Enfield,42548.42 ,33742.61 
E01001405,Enfield 015A,E09000010,Enfield,49329.98 ,39128.39 
E01001406,Enfield 015B,E09000010,Enfield,39669.87 ,31456.52 
E01001407,Enfield 005A,E09000010,Enfield,42543.37 ,33738.60 
E01001408,Enfield 004A,E09000010,Enfield,49024.45 ,38885.75 
E01001409,Enfield 005B,E09000010,Enfield,31589.09 ,25070.17 
E01001410,Enfield 005C,E09000010,Enfield,27377.79 ,21758.04 
E01001411,Enfield 004B,E09000010,Enfield,48066.26 ,38124.78 
E01001412,Enfield 004C,E09000010,Enfield,40423.93 ,32055.38 
E01001413,Enfield 004D,E09000010,Enfield,58936.46 ,46757.68 
E01001414,Enfield 004E,E09000010,Enfield,28477.14 ,22622.66 
E01001415,Enfield 011A,E09000010,Enfield,44948.15 ,35648.43 
E01001416,Enfield 013A,E09000010,Enfield,66948.80 ,53120.92 
E01001417,Enfield 011B,E09000010,Enfield,81821.73 ,64932.72 
E01001418,Enfield 011C,E09000010,Enfield,45928.60 ,36427.09 
E01001419,Enfield 020A,E09000010,Enfield,47692.15 ,37827.66 
E01001420,Enfield 020B,E09000010,Enfield,36250.09 ,28740.60 
E01001421,Enfield 020C,E09000010,Enfield,33437.30 ,26523.77 
E01001422,Enfield 011D,E09000010,Enfield,91061.59 ,72270.84 
E01001423,Enfield 027A,E09000010,Enfield,30932.70 ,24553.93 
E01001424,Enfield 030A,E09000010,Enfield,27255.31 ,21661.70 
E01001425,Enfield 027B,E09000010,Enfield,24354.15 ,19379.98 
E01001426,Enfield 030B,E09000010,Enfield,27203.72 ,21621.13 
E01001427,Enfield 030C,E09000010,Enfield,23357.90 ,18596.44 
E01001428,Enfield 027C,E09000010,Enfield,28248.40 ,22442.76 
E01001429,Enfield 030D,E09000010,Enfield,23911.17 ,19031.58 
E01001430,Enfield 030E,E09000010,Enfield,22401.85 ,17844.52 
E01001431,Enfield 033A,E09000010,Enfield,26572.60 ,21124.76 
E01001432,Enfield 033B,E09000010,Enfield,27668.37 ,21986.57 
E01001433,Enfield 007A,E09000010,Enfield,28296.35 ,22480.47 
E01001434,Enfield 007B,E09000010,Enfield,32132.78 ,25497.78 
E01001435,Enfield 007C,E09000010,Enfield,33129.56 ,26281.73 
E01001436,Enfield 007D,E09000010,Enfield,33049.44 ,26218.72 
E01001437,Enfield 014A,E09000010,Enfield,27448.36 ,21813.54 
E01001438,Enfield 007E,E09000010,Enfield,30622.23 ,24309.75 
E01001439,Enfield 006A,E09000010,Enfield,26484.76 ,21055.68 
E01001440,Enfield 012A,E09000010,Enfield,30907.60 ,24534.19 
E01001441,Enfield 006B,E09000010,Enfield,27162.91 ,21589.03 
E01001442,Enfield 002A,E09000010,Enfield,24704.60 ,19655.60 
E01001444,Enfield 001A,E09000010,Enfield,33114.23 ,26269.68 
E01001445,Enfield 003B,E09000010,Enfield,32625.51 ,25885.30 
E01001446,Enfield 001B,E09000010,Enfield,30975.44 ,24587.54 
E01001447,Enfield 003C,E09000010,Enfield,27612.51 ,21942.64 
E01001448,Enfield 003D,E09000010,Enfield,30122.45 ,23916.68 
E01001449,Enfield 003E,E09000010,Enfield,31211.64 ,24773.31 
E01001450,Enfield 015C,E09000010,Enfield,40626.63 ,32216.36 
E01001451,Enfield 017A,E09000010,Enfield,56301.75 ,44665.24 
E01001452,Enfield 017B,E09000010,Enfield,69373.34 ,55046.45 
E01001453,Enfield 017C,E09000010,Enfield,62996.91 ,49982.41 
E01001454,Enfield 017D,E09000010,Enfield,65051.33 ,51613.99 
E01001455,Enfield 021F,E09000010,Enfield,53283.78 ,42268.43 
E01001456,Enfield 022A,E09000010,Enfield,71720.37 ,56910.41 
E01001457,Enfield 010A,E09000010,Enfield,55859.54 ,44314.05 
E01001458,Enfield 037A,E09000010,Enfield,24649.79 ,19612.49 
E01001459,Enfield 024A,E09000010,Enfield,32625.84 ,25885.56 
E01001460,Enfield 024B,E09000010,Enfield,28031.48 ,22272.15 
E01001461,Enfield 027D,E09000010,Enfield,26062.12 ,20723.28 
E01001462,Enfield 024C,E09000010,Enfield,30183.16 ,23964.42 
E01001463,Enfield 031A,E09000010,Enfield,33232.16 ,26362.43 
E01001464,Enfield 027E,E09000010,Enfield,28755.01 ,22841.20 
E01001465,Enfield 031B,E09000010,Enfield,33470.18 ,26549.63 
E01001466,Enfield 031C,E09000010,Enfield,29365.54 ,23321.38 
E01001467,Enfield 031D,E09000010,Enfield,31432.16 ,24946.75 
E01001468,Enfield 010B,E09000010,Enfield,56793.20 ,45055.54 
E01001469,Enfield 008A,E09000010,Enfield,45072.09 ,35746.86 
E01001470,Enfield 013B,E09000010,Enfield,56310.67 ,44672.32 
E01001471,Enfield 010C,E09000010,Enfield,50251.06 ,39859.90 
E01001472,Enfield 010D,E09000010,Enfield,49064.26 ,38917.37 
E01001473,Enfield 013C,E09000010,Enfield,44784.70 ,35518.62 
E01001474,Enfield 010E,E09000010,Enfield,63491.98 ,50375.59 
